sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
EPP2	1067	0.897041348722184	1.0058393088291	0.920695745753003	1.09885672856928	0.0313685469686754	0.976371536024146	CCT007093	PPM1D	Cell cycle
EPP1	1069	0.200155205236516	0.910915335875694	0.788990994894915	1.05168088673058	0.0185579205417051	0.830407215421263	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
Tobacco	1069	0.0742506253458308	0.92429043986226	0.847708210802707	1.00779113182331	0.0451307233921137	0.411948157894526	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
APOBEC	1069	0.621245224773228	0.972375025504364	0.86979892438986	1.08704801042133	0.0627004098607198	0.990524187117137	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
NpCpG	1069	0.0452016425603281	0.888380731466795	0.7912309790182	0.997458826777464	0.0527682056858134	0.217614228175638	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
MMR	1069	0.0655264912495445	0.924512975355841	0.850401022569849	1.00508374157218	0.0440769780260118	0.145614424998988	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
EPP2	1069	0.648732265247371	0.977231844736142	0.884790347338128	1.07933148371187	0.0377632570307737	0.97011631765142	EHT-1864	RAC1, RAC2, RAC3	Cytoskeleton
EPP1	1072	0.900398332682124	0.988702994950593	0.825857077174046	1.18365954502593	-0.0344657307356304	0.984523882549489	Avagacestat	Amyloid beta20, Amyloid beta40	Other
Tobacco	1072	0.181164634358376	0.936602713975005	0.850729456281786	1.03114408152665	0.00123445236738673	0.566872403325889	Avagacestat	Amyloid beta20, Amyloid beta40	Other
APOBEC	1072	0.638763467201854	1.03152398584828	0.905775800470425	1.17472969892517	-0.00983149427843677	0.992082235890569	Avagacestat	Amyloid beta20, Amyloid beta40	Other
NpCpG	1072	0.0269809770651798	0.862674070370318	0.756906294567855	0.983221512398952	0.00213409163853473	0.180732622350413	Avagacestat	Amyloid beta20, Amyloid beta40	Other
MMR	1072	0.117190581168133	0.928582295819877	0.846292152694818	1.01887401101905	-0.00203165453470322	0.225909554059052	Avagacestat	Amyloid beta20, Amyloid beta40	Other
EPP2	1072	0.852246091437905	0.98961572658513	0.886382600222124	1.10487196619067	-0.016013279920325	0.97011631765142	Avagacestat	Amyloid beta20, Amyloid beta40	Other
EPP1	1091	0.276285838351654	1.10093324099444	0.924548894461823	1.31096798491338	0.100790727222792	0.868329326102119	BMS-536924	IGF1R, IR	IGF1R signaling
Tobacco	1091	0.618649357749299	1.02618014483421	0.92660527523986	1.13645553051636	0.0614300181643908	0.851379972307704	BMS-536924	IGF1R, IR	IGF1R signaling
APOBEC	1091	0.908117253987041	1.0079757623719	0.880354954119269	1.15409714317523	0.0939326164106929	0.994324736052558	BMS-536924	IGF1R, IR	IGF1R signaling
NpCpG	1091	0.265143187019465	0.92399446157492	0.803832874699444	1.06211849738088	0.0834112249628199	0.49693040315692	BMS-536924	IGF1R, IR	IGF1R signaling
MMR	1091	0.25117357501894	0.943095636311557	0.85312135994218	1.04255903203523	0.0650641007312859	0.364489378430018	BMS-536924	IGF1R, IR	IGF1R signaling
EPP2	1091	0.740401971066367	1.02017342177827	0.906173590109815	1.14851483409119	0.079944107788563	0.97011631765142	BMS-536924	IGF1R, IR	IGF1R signaling
EPP1	1114	0.422712375351293	0.909816887764898	0.720338924783536	1.14913513733962	0.0974800835080673	0.923069495044961	Cetuximab	EGFR	EGFR signaling
Tobacco	1114	0.512735372388918	1.04099878249824	0.922662624998147	1.17451215189843	0.016214726143521	0.800150790876213	Cetuximab	EGFR	EGFR signaling
APOBEC	1114	0.53723911505002	1.05220585016567	0.894678707043331	1.23746898457173	0.0217631678629053	0.978801314786528	Cetuximab	EGFR	EGFR signaling
NpCpG	1114	0.301951169274949	1.08939491026863	0.925602148527099	1.28217212158346	0.0313000030819316	0.530903154769142	Cetuximab	EGFR	EGFR signaling
MMR	1114	0.328395962039854	1.05637294767319	0.94611185649319	1.1794840080664	0.0321549730946936	0.441540789297282	Cetuximab	EGFR	EGFR signaling
EPP2	1114	0.802291621099924	1.01770209713412	0.886707200353412	1.16804911260265	0.0251422074794465	0.97011631765142	Cetuximab	EGFR	EGFR signaling
EPP1	1129	0.402311917131156	0.93578995102824	0.799983827099772	1.09465067015189	-0.0092412124222403	0.911825139299392	PF-4708671	S6K1	PI3K/MTOR signaling
Tobacco	1129	0.0755764995960242	0.921433629945737	0.841871492651547	1.00851488832441	0.0402034307653314	0.411948157894526	PF-4708671	S6K1	PI3K/MTOR signaling
APOBEC	1129	0.76671123497379	1.0185917750642	0.901513835872027	1.15087441029104	0.00417527394140371	0.994324736052558	PF-4708671	S6K1	PI3K/MTOR signaling
NpCpG	1129	0.00400107956587794	0.836043488297433	0.740359043169331	0.944094248288496	0.0446199163014807	0.0853563640720626	PF-4708671	S6K1	PI3K/MTOR signaling
MMR	1129	0.0142608231461988	0.895838659356079	0.820516104089791	0.978075749637053	0.0245482532138759	0.0543269453188525	PF-4708671	S6K1	PI3K/MTOR signaling
EPP2	1129	0.567817205514371	0.96943382379891	0.871240182762842	1.07869443733083	0.0102543326162891	0.97011631765142	PF-4708671	S6K1	PI3K/MTOR signaling
EPP1	1133	0.664445813138644	1.0300815519162	0.899647236927681	1.1794267353298	0.39444792902458	0.964621198143617	Serdemetan	MDM2	p53 pathway
Tobacco	1133	0.0578059272385703	0.923943662542968	0.851425522807788	1.00263836200038	0.1988145821726	0.369916912893634	Serdemetan	MDM2	p53 pathway
APOBEC	1133	0.0471871120648595	0.894041476656297	0.800430625080273	0.998600174626766	0.178891150205772	0.892949074100238	Serdemetan	MDM2	p53 pathway
NpCpG	1133	0.650349106453922	0.974489499037474	0.871201118772424	1.09002360450638	0.182898264027861	0.824289853420783	Serdemetan	MDM2	p53 pathway
MMR	1133	0.028750996235774	0.914854383006021	0.844770989885354	0.99075199329337	0.182588570697508	0.0851881369948858	Serdemetan	MDM2	p53 pathway
EPP2	1133	0.580316538816496	0.972884340008612	0.882320136598412	1.07274434728763	0.179292617935408	0.97011631765142	Serdemetan	MDM2	p53 pathway
EPP1	1142	0.828092713509149	1.01867981690759	0.85815867143935	1.20922692260906	-0.00988946474539576	0.984523882549489	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
Tobacco	1142	0.865451618131016	1.00924901309342	0.906770204315778	1.12330948412519	0.0172961385114443	0.973046877085668	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
APOBEC	1142	0.424835771532598	1.0640205326186	0.91288999237159	1.24017099901905	0.161403510690821	0.966239807409131	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
NpCpG	1142	0.28781054620666	0.931114180624536	0.815919182278989	1.06257290696182	0.108107360003407	0.523502507661866	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
MMR	1142	0.127447541474936	0.919311910897527	0.824873605269599	1.02456228944535	0.116868532290384	0.23304693298274	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
EPP2	1142	0.122465169181563	1.09655096262597	0.975294643446229	1.23288282337647	0.151537508589505	0.97011631765142	HG-5-113-01	LOK, LTK, TRCB, ABL(T315I)	Other
EPP1	1143	0.904915064780177	1.01247883406331	0.821586626227747	1.24772404601196	0.14399343108583	0.984523882549489	HG-5-88-01	EGFR, ADCK4	Other, kinases
Tobacco	1143	0.0146825642378352	1.15916316827787	1.02985617680806	1.30470572585827	0.1562843746517	0.234921027805363	HG-5-88-01	EGFR, ADCK4	Other, kinases
APOBEC	1143	0.825310947910764	1.01927464637432	0.859433220682065	1.20884413092268	0.178925156756449	0.994324736052558	HG-5-88-01	EGFR, ADCK4	Other, kinases
NpCpG	1143	0.825382532523669	1.01690519075372	0.875562869361115	1.18106443656802	0.139518215857556	0.934443214974261	HG-5-88-01	EGFR, ADCK4	Other, kinases
MMR	1143	0.876190939592449	1.00952073469038	0.895540137685996	1.13800830457825	0.143501617092871	0.895199667900295	HG-5-88-01	EGFR, ADCK4	Other, kinases
EPP2	1143	0.776099164741683	1.01891425330221	0.894914122016086	1.16009595785967	0.196674574932652	0.97011631765142	HG-5-88-01	EGFR, ADCK4	Other, kinases
EPP1	1149	0.802193367172841	1.02686765989369	0.832526932289425	1.26657426929818	0.263635886992452	0.984523882549489	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
Tobacco	1149	0.00222622635628478	0.83006064037868	0.737067611041879	0.934786248078285	0.144177266548276	0.166674685157507	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
APOBEC	1149	0.0335443442597052	0.851013809395355	0.733446822120223	0.98742605726756	0.129168552195023	0.892949074100238	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
NpCpG	1149	0.0945150046858809	0.871474253597061	0.741595014591224	1.02409989244761	0.125568795327996	0.326401023215002	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
MMR	1149	0.00130538548305616	0.827527318283117	0.737740860074664	0.928241201708065	0.138011630109552	0.0154712353547397	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
EPP2	1149	0.788750874363279	0.98103544219669	0.852473147078025	1.12898634067821	0.122162894148382	0.97011631765142	TW 37	BCL2, BCL-XL, MCL1	Apoptosis regulation
EPP1	1158	0.550989352445816	0.949455931799266	0.79722517758801	1.1307552643485	0.0910654715603201	0.943967525706146	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
Tobacco	1158	0.938959688634717	1.00412350029274	0.903226843413177	1.11629100839169	-0.0104632498759272	0.973046877085668	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
APOBEC	1158	0.639073483957753	1.03715591363319	0.88970449466298	1.20904457113233	0.0433701370307367	0.992082235890569	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
NpCpG	1158	0.139662551335057	0.907504076218605	0.797621472973658	1.03252441948812	0.0391780670481544	0.362392897804252	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
MMR	1158	0.210463110529339	0.935513319509411	0.842568787297976	1.03871064792957	0.0346422313167494	0.325353600818303	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
EPP2	1158	0.873079015701386	0.990341913819418	0.878649930795156	1.11623192797606	0.0412849127392492	0.976371536024146	XMD11-85h	BRSK2, FLT4, MARK4, PRKCD, RET, SRPK1	Other, kinases
EPP1	1161	0.242074614420785	0.848895561953021	0.642093160117113	1.12230392700663	-0.106805063785019	0.848978355903574	ZG-10	JNK1	JNK and p38 signaling
Tobacco	1161	0.934459703207322	0.994753318444446	0.876936235150105	1.12839922093864	0.0781190326820566	0.973046877085668	ZG-10	JNK1	JNK and p38 signaling
APOBEC	1161	0.527104903710757	1.06001323952524	0.883961378323171	1.27112801025342	0.0901393884704608	0.978801314786528	ZG-10	JNK1	JNK and p38 signaling
NpCpG	1161	0.28956232455047	0.918890645844098	0.785311030740731	1.07519184879315	0.108685065510904	0.523502507661866	ZG-10	JNK1	JNK and p38 signaling
MMR	1161	0.157571274062821	0.910884683811966	0.800038644126151	1.0370885372787	0.0845838396895918	0.266787342328586	ZG-10	JNK1	JNK and p38 signaling
EPP2	1161	0.901997648590913	0.991168022215176	0.860039810586033	1.14228903844872	0.0672964758873695	0.976502500643699	ZG-10	JNK1	JNK and p38 signaling
EPP1	1164	0.554028968997715	1.05990055613562	0.86992669948121	1.29136074288389	0.106807269538577	0.943967525706146	XMD8-92	MAPK7	ERK MAPK signaling
Tobacco	1164	0.445230405767071	1.04800703519137	0.928619838217916	1.1827431426819	0.0515146020534276	0.776951276766213	XMD8-92	MAPK7	ERK MAPK signaling
APOBEC	1164	0.213313448688063	1.11719474345296	0.937674846852569	1.33108411619275	0.0779758144678961	0.892949074100238	XMD8-92	MAPK7	ERK MAPK signaling
NpCpG	1164	0.115477148697102	0.888636116654844	0.766945521360342	1.02963525547779	0.0808174667943954	0.334403171877837	XMD8-92	MAPK7	ERK MAPK signaling
MMR	1164	0.376117858787497	0.947278661445236	0.839807557776335	1.0685029613278	0.0796377325288695	0.485313366177415	XMD8-92	MAPK7	ERK MAPK signaling
EPP2	1164	0.960611946077549	0.996656521842195	0.872032298804413	1.13909109088329	0.0923574747584566	0.991599428209082	XMD8-92	MAPK7	ERK MAPK signaling
EPP1	1166	0.167509303359346	0.80734954708394	0.593345814882922	1.09853861749283	0.0801080156798506	0.830407215421263	QL-VIII-58	MTOR, ATR	Other
Tobacco	1166	0.158445031415284	0.895683213829392	0.768224131210805	1.04428953340911	0.090938653866546	0.55125008148106	QL-VIII-58	MTOR, ATR	Other
APOBEC	1166	0.569109069734278	1.06326048752511	0.859841476608382	1.31480382731879	0.0251418185220623	0.978801314786528	QL-VIII-58	MTOR, ATR	Other
NpCpG	1166	0.265184874094563	0.90034066591205	0.74806659027184	1.08361117210218	0.102897964170914	0.49693040315692	QL-VIII-58	MTOR, ATR	Other
MMR	1166	0.04719101312397	0.857348072845468	0.736464567028472	0.998073432069707	0.0789604228089942	0.116162493843619	QL-VIII-58	MTOR, ATR	Other
EPP2	1166	0.904953174970365	0.989735965018212	0.834849373313246	1.17335810717915	0.0342012412641691	0.976502500643699	QL-VIII-58	MTOR, ATR	Other
EPP1	1170	0.289142831236398	0.905375267347769	0.752227676109704	1.08970249401658	0.225548496430999	0.872884018826862	CCT-018159	HSP90	Protein stability and degradation
Tobacco	1170	0.000532197806947599	0.835536140633671	0.755291103159592	0.92430672013026	0.123301295571863	0.0567677660744105	CCT-018159	HSP90	Protein stability and degradation
APOBEC	1170	0.705900644730337	0.974261820327317	0.850483585228559	1.11605457299027	0.118535674037726	0.994324736052558	CCT-018159	HSP90	Protein stability and degradation
NpCpG	1170	0.131052620628144	0.897993051821558	0.78081731152012	1.03275312832125	0.094957191645358	0.357991090722604	CCT-018159	HSP90	Protein stability and degradation
MMR	1170	0.000805203677850917	0.843575977598888	0.764115303267775	0.931299801140798	0.110988404788578	0.0122697703291568	CCT-018159	HSP90	Protein stability and degradation
EPP2	1170	0.38346011799453	1.05543404334504	0.934571604787247	1.19192688301849	0.0835070819765587	0.97011631765142	CCT-018159	HSP90	Protein stability and degradation
EPP1	1175	0.158435818805483	0.896087804044754	0.768709391163119	1.04457336125787	0.112410999626666	0.830407215421263	Rucaparib	PARP1, PARP2	Genome integrity
Tobacco	1175	0.00312515034670326	0.874776427899441	0.800788048098793	0.955600924146285	0.102388119907475	0.166674685157507	Rucaparib	PARP1, PARP2	Genome integrity
APOBEC	1175	0.327457487345327	0.942828035103813	0.837778484214187	1.06104981272168	0.114370177770864	0.959349061735898	Rucaparib	PARP1, PARP2	Genome integrity
NpCpG	1175	0.0911528111930358	0.900053210327231	0.796474212432725	1.01710233523572	0.0953792051110062	0.322345641151912	Rucaparib	PARP1, PARP2	Genome integrity
MMR	1175	0.00255324560685717	0.874291884066204	0.801501976583708	0.95369234371963	0.101124399885714	0.023957452225845	Rucaparib	PARP1, PARP2	Genome integrity
EPP2	1175	0.783185278954372	1.0148620210337	0.913355430304494	1.12764963952011	0.0676458782658149	0.97011631765142	Rucaparib	PARP1, PARP2	Genome integrity
EPP1	1192	0.651161276388927	0.952875416513464	0.771081804679604	1.177529483753	0.152835312887484	0.960844878393259	GSK269962A	ROCK1, ROCK2	Cytoskeleton
Tobacco	1192	0.0850747088331396	0.897186476004547	0.792890861288697	1.01520097156521	0.0803797703014071	0.446720432727168	GSK269962A	ROCK1, ROCK2	Cytoskeleton
APOBEC	1192	0.198741937385948	1.11295063276397	0.945054126355414	1.31067531099683	0.107219259487682	0.892949074100238	GSK269962A	ROCK1, ROCK2	Cytoskeleton
NpCpG	1192	0.0385896711870156	0.837833496774701	0.708553761569114	0.990701067994051	0.102005310790781	0.209299911522796	GSK269962A	ROCK1, ROCK2	Cytoskeleton
MMR	1192	0.00908483911789125	0.852043582671916	0.755682297685077	0.960692435162665	0.112755606144221	0.0430228636924018	GSK269962A	ROCK1, ROCK2	Cytoskeleton
EPP2	1192	0.527950192543826	1.04829345653073	0.905113936225087	1.21412247345164	0.0989228076205116	0.97011631765142	GSK269962A	ROCK1, ROCK2	Cytoskeleton
EPP1	1194	0.631970521712845	1.0308751880085	0.908927311675502	1.1691844216812	0.235850987363562	0.958438705915216	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
Tobacco	1194	0.0692103771494719	0.929822829693424	0.859605670017043	1.00577570015557	0.11099829729122	0.402678557960564	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
APOBEC	1194	0.573432732837769	0.96965842687485	0.870737836478996	1.07981693848455	0.0841042913913943	0.978801314786528	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
NpCpG	1194	0.851051414154182	0.989551836943796	0.886522214652964	1.10455533072249	0.0813932493135007	0.942340666191482	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
MMR	1194	0.0935308328933121	0.934155126290359	0.862621615861081	1.01162060389997	0.0864030689310763	0.194349782635454	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
EPP2	1194	0.147845522635416	1.0715141459541	0.975697503447375	1.17674029186616	0.0884569644432142	0.97011631765142	SB505124	TGFBR1, ACVR1B, ACVR1C	RTK signaling
EPP1	1199	0.968834524862823	0.997629555068591	0.8843370318323	1.12543599704766	0.108918982536589	0.984523882549489	Tamoxifen	ESR1	Hormone-related
Tobacco	1199	0.0969341038728483	0.943124497285472	0.880061723620887	1.01070617379008	0.089407157664473	0.456955101932401	Tamoxifen	ESR1	Hormone-related
APOBEC	1199	0.342244325671197	0.955340735545483	0.869166483499701	1.05005880728131	0.0841227436903343	0.960685826445465	Tamoxifen	ESR1	Hormone-related
NpCpG	1199	0.587187492710898	0.974032218004428	0.885545754552986	1.07136052183948	0.0662857411629308	0.796186430794438	Tamoxifen	ESR1	Hormone-related
MMR	1199	0.0149951591778539	0.918420665831434	0.857651271997611	0.983495911411187	0.080724052296087	0.0557959411268981	Tamoxifen	ESR1	Hormone-related
EPP2	1199	0.352627871444904	1.03932468069918	0.957958949297534	1.12760133688667	0.0804363712667765	0.97011631765142	Tamoxifen	ESR1	Hormone-related
EPP1	1203	0.130240261744658	0.832192301847429	0.654247330850358	1.05853550270352	0.124402341730378	0.830407215421263	QL-XII-61	BMX, BTK	Other, kinases
Tobacco	1203	0.921868761745108	1.00663006547117	0.881435270095998	1.14960692303602	0.023753189920464	0.973046877085668	QL-XII-61	BMX, BTK	Other, kinases
APOBEC	1203	0.230538321525769	1.11439958686637	0.932885434838948	1.33123145975833	0.0149003082803132	0.892949074100238	QL-XII-61	BMX, BTK	Other, kinases
NpCpG	1203	0.376605078316112	0.92863202149232	0.787529233606289	1.09501640642845	0.0220828565360921	0.602568125305779	QL-XII-61	BMX, BTK	Other, kinases
MMR	1203	0.0463202344797439	0.870239099646079	0.759053225046546	0.997711445737391	0.0257946681365369	0.11580058619936	QL-XII-61	BMX, BTK	Other, kinases
EPP2	1203	0.812322560866636	1.01836572756211	0.875631282323042	1.18436695445801	0.017459583712377	0.97011631765142	QL-XII-61	BMX, BTK	Other, kinases
EPP1	1218	0.925075358376496	0.993164089181267	0.85931062715337	1.14786769402214	-0.0405724718985216	0.984523882549489	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
Tobacco	1218	0.920439524171207	1.00377924211999	0.93193381387057	1.08116343877067	0.0333595729690548	0.973046877085668	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
APOBEC	1218	0.323097242648848	1.05238228935822	0.950771929230419	1.16485189445095	0.056345743508461	0.959349061735898	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
NpCpG	1218	0.730291130726077	1.01800279300675	0.919532300886663	1.12701825218132	0.0485134416207389	0.876676677726868	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
MMR	1218	0.737318971859078	0.987726997933045	0.918767319351793	1.0618625650879	0.0516214050564838	0.776125233535871	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
EPP2	1218	0.0506428156539767	1.08903450510085	0.999759875245355	1.18628100873641	0.0415617203069907	0.97011631765142	JQ1	BRD2, BRD3, BRD4, BRDT	Chromatin other
EPP1	1219	0.559611106847509	1.05265069535136	0.884258615971472	1.25311019469835	0.0938817917867228	0.943967525706146	PFI-1	BRD4	Chromatin other
Tobacco	1219	0.936789175611066	1.00387530341495	0.912076983236885	1.10491290025758	0.0508202264458487	0.973046877085668	PFI-1	BRD4	Chromatin other
APOBEC	1219	0.0812880873096102	1.12237225027499	0.985659968856837	1.27804669763383	0.0890807608266004	0.892949074100238	PFI-1	BRD4	Chromatin other
NpCpG	1219	0.716004826882587	1.02466162963433	0.898296372304107	1.16880295592405	0.0576277958830518	0.871184580237368	PFI-1	BRD4	Chromatin other
MMR	1219	0.809554722515437	1.01185664100981	0.919108984723059	1.11396350049191	0.0521059991880811	0.835669390983677	PFI-1	BRD4	Chromatin other
EPP2	1219	0.438944420075046	1.04580325180352	0.933409382256952	1.17173071352494	0.05280268324329	0.97011631765142	PFI-1	BRD4	Chromatin other
EPP1	1230	0.474826593108844	0.953512874496002	0.835644746901403	1.08800636299207	0.178013164910272	0.943967525706146	IOX2	EGLN1	Other
Tobacco	1230	0.35864478944513	0.969816672283962	0.908233977328046	1.03557497442118	0.0650246646946632	0.722929167945602	IOX2	EGLN1	Other
APOBEC	1230	0.852121424810321	0.991381385729268	0.90485854034901	1.0861775715698	0.0522343590528416	0.994324736052558	IOX2	EGLN1	Other
NpCpG	1230	0.561956581218479	1.02729250403615	0.937708504754043	1.12543491234057	0.056000510892488	0.771785862617654	IOX2	EGLN1	Other
MMR	1230	0.998591121852543	1.00005892008142	0.936568006176699	1.0678539487134	0.0532173496597792	0.998591121852543	IOX2	EGLN1	Other
EPP2	1230	0.453206857846632	1.03020889838546	0.952938973126628	1.11374432596699	0.0520234976512909	0.97011631765142	IOX2	EGLN1	Other
EPP1	1236	0.784021105094865	0.967805789694684	0.763712145995481	1.22644120756473	0.0968584745394846	0.984523882549489	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
Tobacco	1236	0.473071642709007	1.04796913213294	0.921734462404973	1.19149206924298	0.0528640284583287	0.788067012099753	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
APOBEC	1236	0.586318166646065	0.953549030405017	0.802983321934248	1.13234699719056	0.0436928024916586	0.978801314786528	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
NpCpG	1236	0.999206480849571	0.99991250303518	0.841112386229918	1.18869372285379	0.0608514255818721	0.999206480849571	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
MMR	1236	0.785165589344573	1.01772538806294	0.896616061543086	1.15519340990313	0.0371559362338457	0.818413643616493	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
EPP2	1236	0.114757123686798	0.887541841195654	0.765128835148076	1.02953971107431	0.0509188063325289	0.97011631765142	UNC0638	G9a and GLP methyltransferases	Chromatin histone methylation
EPP1	1239	0.341140711353431	0.887642432346284	0.692430067147354	1.13788976690112	0.0198703066983263	0.892478477802024	YK-4-279	RNA helicase A	Other
Tobacco	1239	0.167653881908869	0.912356105287009	0.8006911224518	1.03959397015119	0.0549288645883979	0.558846273029564	YK-4-279	RNA helicase A	Other
APOBEC	1239	0.975927049580961	0.997381047098921	0.840576988707316	1.18343586188571	0.0907316306887072	0.994324736052558	YK-4-279	RNA helicase A	Other
NpCpG	1239	0.499725311699562	0.939476088242966	0.783241194860553	1.12687550932181	0.0580522850039223	0.707575662583451	YK-4-279	RNA helicase A	Other
MMR	1239	0.014239544084316	0.853402543015433	0.751998822279727	0.9684801077445	0.0736369275315918	0.0543269453188525	YK-4-279	RNA helicase A	Other
EPP2	1239	0.739170872234527	1.02674632980001	0.878499416193415	1.2000099332174	0.059029292979112	0.97011631765142	YK-4-279	RNA helicase A	Other
EPP1	1241	0.580802819329596	1.0511541489505	0.878781070819332	1.25733823991643	0.161757309399252	0.943967525706146	CHIR-99021	GSK3A, GSK3B	WNT signaling
Tobacco	1241	0.30361951192141	1.05184768981302	0.955050091435942	1.1584560563745	0.144786041983875	0.693282678191123	CHIR-99021	GSK3A, GSK3B	WNT signaling
APOBEC	1241	0.0433426871542488	1.14243292609109	1.00401903330152	1.29992853454711	0.152611951414358	0.892949074100238	CHIR-99021	GSK3A, GSK3B	WNT signaling
NpCpG	1241	0.298879708843228	0.932255423449406	0.816459490153137	1.06447433710131	0.16167710780734	0.530903154769142	CHIR-99021	GSK3A, GSK3B	WNT signaling
MMR	1241	0.203151329954201	0.939941809392792	0.854282433727963	1.03419029838782	0.159374921553801	0.318668752869335	CHIR-99021	GSK3A, GSK3B	WNT signaling
EPP2	1241	0.608539597919738	0.971388125830686	0.868979572242444	1.08586544626114	0.165774050077384	0.97011631765142	CHIR-99021	GSK3A, GSK3B	WNT signaling
EPP1	1242	0.361201466072223	0.910121798220824	0.742070956233908	1.11622976298726	0.117518141695548	0.892478477802024	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
Tobacco	1242	0.897377702108571	0.992660100194082	0.887197825523387	1.11065880254612	0.125348229732551	0.973046877085668	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
APOBEC	1242	0.88665125617738	0.989065165389612	0.849843793688051	1.15109377588308	0.140587051642381	0.994324736052558	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
NpCpG	1242	0.202677199066612	0.904808637410612	0.775543884515249	1.05561875566147	0.125808999014964	0.42951459404845	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
MMR	1242	0.198046138890365	0.928509417588315	0.829181373123466	1.03973601734758	0.126744959617276	0.31529733554685	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
EPP2	1242	0.925143209552509	1.00639589200204	0.880713682319675	1.15001357622936	0.137287095434225	0.982788282798181	(5Z)-7-Oxozeaenol	TAK1	Other, kinases
EPP1	1243	0.0752539677316579	0.881649445927037	0.767170194670257	1.01321160663385	0.205693682062351	0.800299351850215	Piperlongumine	Induces reactive oxygen species	Other
Tobacco	1243	0.0759529416118033	0.928386479634163	0.855198874738347	1.00783745281613	0.145547669383025	0.411948157894526	Piperlongumine	Induces reactive oxygen species	Other
APOBEC	1243	0.616307828062335	1.02838213668489	0.921424354122428	1.14775544440631	0.14164447518213	0.990524187117137	Piperlongumine	Induces reactive oxygen species	Other
NpCpG	1243	0.0282979417956201	0.880535184245697	0.785966663602111	0.986482311019637	0.128968498163963	0.180732622350413	Piperlongumine	Induces reactive oxygen species	Other
MMR	1243	0.00588392823806393	0.889180738205894	0.818078917326849	0.966462242762444	0.124001797810943	0.033627977018578	Piperlongumine	Induces reactive oxygen species	Other
EPP2	1243	0.658302608545157	1.02255629472117	0.926047760791532	1.12912251413485	0.109794628841553	0.97011631765142	Piperlongumine	Induces reactive oxygen species	Other
EPP1	1248	0.324988439813741	0.787707734826835	0.487484585756322	1.27282686188601	0.0438861458866895	0.888857271285445	Daporinad	NAMPT	Metabolism
Tobacco	1248	0.109553188533036	0.811468332915818	0.628084945773737	1.0483945838154	0.0895502906772729	0.461276583296994	Daporinad	NAMPT	Metabolism
APOBEC	1248	0.19742277093824	1.26144473788073	0.885464005971308	1.79707228751944	0.0962585824285064	0.892949074100238	Daporinad	NAMPT	Metabolism
NpCpG	1248	0.0169958887985262	0.653024898252468	0.460446093069779	0.926148628810323	0.0993408581660294	0.157860619234345	Daporinad	NAMPT	Metabolism
MMR	1248	0.000541111295189764	0.64133476699299	0.499469034433408	0.823495061752005	0.138609084315109	0.011553612016039	Daporinad	NAMPT	Metabolism
